,id,text,create_at,geo,retweet_count,like_count,hashtags,username,following,followers,user_total_tweets,user_likes_count
5575,1589733024723521537,"I’ve been a registered #nurse for 3 years. 

2.5 years of #covid working front line, and left burnt out, seeing such trauma left me #suicidal and needing #PTSD #EMDR therapy. In that time I was diagnosed with Autism and this year I buried my mum.

So actually @RishiSunak",2022-11-07 21:34:23+00:00,France,1264,0,"['nurse', 'covid']",retiredvelo,251,21,2335,4438
5576,1589733005823991808,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:34:19+00:00,Bharat,53,0,"['CCP', '20thNationalCongress', 'XiJinping']",SohanManish,1642,233,29465,129546
5577,1589733004695732224,I AM SURE I’M OVER THE TARGET! The #USA is being controlled by the #MSM! Look how they had people jumping through hoops during #Covid! The people that run things won’t let #Twitter become a free platform! I’m afraid my beautiful friends that @elonmusk may have been swindled!,2022-11-07 21:34:18+00:00,South Florida ,41,0,"['USA', 'MSM']",Dusti_Dahl,9924,10655,34298,492
5578,1589732998349737984,#CMS Covered #HealthcareProvider Staff #COVID-19 Vaccination!  #healthlaw #Medicare https://t.co/OT78khMFv8 @mandrews110 https://t.co/MPS2wpBfCD,2022-11-07 21:34:17+00:00,,1,0,"['CMS', 'HealthcareProvider', 'COVID', 'healthlaw', 'Medicare']",HenleySecnethia,1081,1109,357855,14
5579,1589732976170262528,"I know I’m “free to wear a mask” if I want to, but clearly it is not enough. When everyone was wearing masks in public paediatric hospitals weren’t over capacity like they are now. 
So it’s going to take a collective effort.   

#Covid19 #CovidIsNotOver #BringBackMasks #Covid",2022-11-07 21:34:11+00:00,,312,0,[],IsendeDreams,2341,1877,32328,174566
5580,1589732964728020992,Study finds that Americans are more likely than others to share #COVID-19 #misinformation online @sfu https://t.co/LXRgcVnVcV https://t.co/R7UPaAaafG,2022-11-07 21:34:09+00:00,"London, Ontario",7,0,"['COVID', 'misinformation']",MrCauthers,45,134,84695,16
5581,1589732943035273217,"9) But wait, are these reported #COVID hospitalizations actually for true COVID??? Yes. 86% of kids age 6months to 4 years who hospitalized… ➡️“PRIMARILY ADMITTED FOR COVID”. So yes, it’s because of COVID—not merely admitted “with COVID”. Don’t fall for that disinfo. It’s COVID. https://t.co/Bbmkrf1E0o",2022-11-07 21:34:04+00:00,,388,0,['COVID'],m4Nrc1Pz7iSs5VG,1071,93,48909,46327
5582,1589732942259130370,Study finds that Americans are more likely than others to share #COVID-19 #misinformation online @sfu https://t.co/LXRgcVnVcV https://t.co/R7UPaAaafG,2022-11-07 21:34:03+00:00,,7,14,"['COVID', 'misinformation']",physorg_com,165,993357,165932,18376
5583,1589732926584803328,The #COVID-19 pandemic changed the way we work for good. Can it also change it for the better? Consultant Patty McCord reviews four key insights employers and employees alike gleaned from their shift to working from home. #TEDTalk #Life #jeevi #work https://t.co/pWUinnLTbN,2022-11-07 21:34:00+00:00,London,0,0,"['COVID', 'TEDTalk', 'Life', 'jeevi', 'work']",JeeviApp,19,7,150,26
5584,1589732896314912768,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:33:52+00:00,"Montréal, Québec",53,0,"['CCP', '20thNationalCongress', 'XiJinping']",NotWoke45,789,629,10661,25812
5585,1589732891638239232,Do you agree the #COVID vaccine mandate for our military has to go?,2022-11-07 21:33:51+00:00,"Colorado, USA",896,0,['COVID'],jonpbr2000,130,131,5098,16147
5586,1589732790387740672,"""#COVID 'pandemic' radically altered authorization/approval process for medical interventions. Everything now on fast track, opening floodgates for quick profits. #mRNA shots rolled out after mere months of testing, based on 'safety' of COVID shots!"" 
#Vaccines #vaccineinjuries https://t.co/0tkQqzCS34",2022-11-07 21:33:27+00:00,,8,0,['COVID'],Kolossi2012,1158,266,5657,25341
5587,1589732723232382976,"9) In Quebec, hospitalizations with and for #COVID remain high, as the chart below indicates. In fact, on Monday Quebec reported its highest number of #COVID intensive-care patients in months (though the actual figure was 36), amid widespread health-worker absenteeism. https://t.co/ga2oszHuJT",2022-11-07 21:33:11+00:00,,5,0,['COVID'],FullerSandee,608,213,14228,59522
5588,1589732716354088960,"Pediatric #COVID hospital admissions in England🏴󠁧󠁢󠁥󠁮󠁧󠁿 

2020:   3,259
2021:    10,654
2022*:  18,201⚠️ (just to Oct 31)

Kids are not immune. #BringBackMasks

Figure by @Antonio_Caramia https://t.co/3jXVdSsOXK",2022-11-07 21:33:10+00:00,"Connecticut, USA",1947,0,['COVID'],MissNicoletta,3608,2141,170484,184235
5589,1589732681855672321,Table one of a paper is a really good place to start.  - @RPCrowe #Stroke #Vaccine #COVID #Jab #Strokecast  https://t.co/NirOw0UY30 https://t.co/mNHRpMyOyI,2022-11-07 21:33:01+00:00,"Seattle, WA",0,0,"['Stroke', 'Vaccine', 'COVID', 'Jab', 'Strokecast']",CurrentlyBill,2450,1344,7818,1758
5590,1589732672641060865,"Pediatric #COVID hospital admissions in England🏴󠁧󠁢󠁥󠁮󠁧󠁿 

2020:   3,259
2021:    10,654
2022*:  18,201⚠️ (just to Oct 31)

Kids are not immune. #BringBackMasks

Figure by @Antonio_Caramia https://t.co/3jXVdSsOXK",2022-11-07 21:32:59+00:00,Winner's circle.,1947,0,['COVID'],lolalolajoaquin,1991,721,122033,218875
5591,1589732638561968129,"I know I’m “free to wear a mask” if I want to, but clearly it is not enough. When everyone was wearing masks in public paediatric hospitals weren’t over capacity like they are now. 
So it’s going to take a collective effort.   

#Covid19 #CovidIsNotOver #BringBackMasks #Covid",2022-11-07 21:32:51+00:00,,312,0,[],Silver_rose777,1010,302,4954,35378
5592,1589732560665743360,"FTSE 100: China’s commitment to its zero-Covid policy means stock markets have cooled after Fridays bounce. 
In the UK figures point to a further cooling in house market.

UK commits to let Covid rip policy. 
#Covid deaths: China 5,226. 
UK 210,000.",2022-11-07 21:32:32+00:00,"Leicester, England",1,0,[],GladstoneMarian,693,710,134223,30528
5593,1589732556878254080,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:32:32+00:00,"São Paulo, Brasil",53,0,"['CCP', '20thNationalCongress', 'XiJinping']",BiancaS80158278,1271,572,12380,14486
5594,1589732531062329345,"5) In fact, some jurisdictions are reporting more deaths this year than last. Quebec, for example, is averaging 17 #COVID fatalities every day so far this year, compared with 9 in 2021. This has coincided with collective pandemic denial and the lifting of public health measures. https://t.co/l7qQ4Yl4wr",2022-11-07 21:32:25+00:00,,12,0,['COVID'],FullerSandee,608,213,14228,59522
5595,1589732499617644546,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:32:18+00:00,,53,0,"['CCP', '20thNationalCongress', 'XiJinping']",DoReMio6,960,130,11354,9799
5596,1589732486887931904,Do you agree the #COVID vaccine mandate for our military has to go?,2022-11-07 21:32:15+00:00,,896,0,['COVID'],GarnerDarell,647,1024,11417,33908
5597,1589732454117822464,"FTSE 100: China’s commitment to its zero-Covid policy means stock markets have cooled after Fridays bounce. 
In the UK figures point to a further cooling in house market.

UK commits to let Covid rip policy. 
#Covid deaths: China 5,226. 
UK 210,000.",2022-11-07 21:32:07+00:00,"Leicester, England",1,0,['Covid'],GladstoneMarian,693,710,134223,30528
5598,1589732434710757377,"I just got this telling me I’m a close contact with someone with Covid. It looked dodgy so I had a look at a valid message about Covid. 

Messages from the HSE do not include a mobile number, they are titled ‘HSE COVID19’

If you get this do NOT click the link
#Ireland #Covid https://t.co/BP0ujtKk6i",2022-11-07 21:32:02+00:00,"Dublin City, Ireland",8,0,[],ukwrightphil,1665,346,8307,15384
5599,1589732380616495104,"Pediatric #COVID hospital admissions in England🏴󠁧󠁢󠁥󠁮󠁧󠁿 

2020:   3,259
2021:    10,654
2022*:  18,201⚠️ (just to Oct 31)

Kids are not immune. #BringBackMasks

Figure by @Antonio_Caramia https://t.co/3jXVdSsOXK",2022-11-07 21:31:49+00:00,,1947,0,['COVID'],HelgaHelga145,458,313,42727,202806
5600,1589732373717188608,The only thing the #COVID #Vaccine actually prevents / halts is me ever seeing concerts at #MadisonSquareGarden because being #unvaccinated and COVID free 3 years into “2 weeks to curve the spread” - I’m the one being discriminated against. Because it certainly doesn’t stop COVID https://t.co/2OarxFFd9J,2022-11-07 21:31:48+00:00,The Universe,0,1,"['COVID', 'Vaccine', 'MadisonSquareGarden', 'unvaccinated']",MovingP73543198,4981,1058,51246,70880
5601,1589732359083286529,"Inflation &amp; the economy are Americans’ top ranked problems facing the country headed into the 2022 elections, according to a new #COVID States Report by #RUSCI Assoc. Prof. K. @Ognyanova &amp; colleagues @Northeastern @Harvard @NorthwesternU: https://t.co/GBGmgWdSLH @RutgersU",2022-11-07 21:31:44+00:00,"New Brunswick, NJ",1,1,"['COVID', 'RUSCI']",RutgersCommInfo,1058,5832,55070,22299
5602,1589732314950799361,"I’ve been a registered #nurse for 3 years. 

2.5 years of #covid working front line, and left burnt out, seeing such trauma left me #suicidal and needing #PTSD #EMDR therapy. In that time I was diagnosed with Autism and this year I buried my mum.

So actually @RishiSunak",2022-11-07 21:31:34+00:00,,1264,0,"['nurse', 'covid']",leader_barbara,909,873,66195,82321
5603,1589732292444164097,"Pediatric #COVID hospital admissions in England🏴󠁧󠁢󠁥󠁮󠁧󠁿 

2020:   3,259
2021:    10,654
2022*:  18,201⚠️ (just to Oct 31)

Kids are not immune. #BringBackMasks

Figure by @Antonio_Caramia https://t.co/3jXVdSsOXK",2022-11-07 21:31:28+00:00,"Coventry, West Midlands, UK",1947,0,['COVID'],doctorblooz,1133,2474,38599,6203
5604,1589732291987005441,"I’ve been a registered #nurse for 3 years. 

2.5 years of #covid working front line, and left burnt out, seeing such trauma left me #suicidal and needing #PTSD #EMDR therapy. In that time I was diagnosed with Autism and this year I buried my mum.

So actually @RishiSunak",2022-11-07 21:31:28+00:00,"Birmingham, England",1264,0,"['nurse', 'covid']",MSFarmiloe,264,128,20289,28319
5605,1589732277801525248,@POTUS Wow. You are championing on #COVID!,2022-11-07 21:31:25+00:00,,0,0,['COVID'],Praetorian_VI,15,5,406,356
5606,1589732270125895680,"Pediatric #COVID hospital admissions in England🏴󠁧󠁢󠁥󠁮󠁧󠁿 

2020:   3,259
2021:    10,654
2022*:  18,201⚠️ (just to Oct 31)

Kids are not immune. #BringBackMasks

Figure by @Antonio_Caramia https://t.co/3jXVdSsOXK",2022-11-07 21:31:23+00:00,,1947,0,['COVID'],DesignDreamer1,4422,3684,182728,371262
5607,1589732215390228480,"1) As experts predicted, #COVID hospitalizations are beginning to tick up again in the United States, most likely driven by the more immune-evasive #Omicron subvariants. In this thread, I will delve into the persistent phenomenon of what I will call Collective Pandemic Denial. https://t.co/JY06YdnjFF",2022-11-07 21:31:10+00:00,,41,0,['COVID'],DavidGo69191075,5003,344,9687,39484
5608,1589732165872676866,"#AmazingChina. 
In #Wuhan, #CCPChina, students asked to jump over the locked gate to get in during the #Covid #lockdown. 
What wonderful flexibility! https://t.co/QdLtrXz1x3",2022-11-07 21:30:58+00:00,"Arizona, USA",54,0,"['AmazingChina', 'Wuhan', 'CCPChina', 'Covid', 'lockdown']",Desertpuma,529,1646,236141,337252
5609,1589732164765356032,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:30:58+00:00,"Arizona, USA",53,0,"['CCP', '20thNationalCongress', 'XiJinping']",Desertpuma,529,1646,236141,337252
5610,1589732161724493824,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:30:57+00:00,"Araçatuba, Brasil",53,0,"['CCP', '20thNationalCongress', 'XiJinping']",lobopd_pedro,2373,197,14725,20965
5611,1589732156229947392,"""What or why to teach are more important considerations than how to teach if we are to offer an education that truly matters at this distinct historical juncture.""

What Are We Really Teaching Our Kids? | @andrewdkaufman https://t.co/DUYjhAFUsj

#Teaching #COVID #MondayBlogs https://t.co/MI2SiICxQK",2022-11-07 21:30:56+00:00,East Coast ,12,0,[],1SunriseWarrior,548,794,8343,1304
5612,1589732155395276800,"1) As experts predicted, #COVID hospitalizations are beginning to tick up again in the United States, most likely driven by the more immune-evasive #Omicron subvariants. In this thread, I will delve into the persistent phenomenon of what I will call Collective Pandemic Denial. https://t.co/JY06YdnjFF",2022-11-07 21:30:56+00:00,"Côte-Saint-Luc, Québec, canada",41,0,['COVID'],rosiesaxe1,512,17,662,4535
5613,1589732147287715840,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:30:54+00:00,"California, USA",53,0,"['CCP', '20thNationalCongress', 'XiJinping']",chef_master_d,5001,1185,35176,45434
5614,1589732110385836032,"#AmazingChina. 
In #Wuhan, #CCPChina, students asked to jump over the locked gate to get in during the #Covid #lockdown. 
What wonderful flexibility! https://t.co/QdLtrXz1x3",2022-11-07 21:30:45+00:00,"Illinois, USA",54,0,"['AmazingChina', 'Wuhan', 'CCPChina', 'Covid', 'lockdown']",CD967119,68,27,584,1642
5615,1589732080308850688,"Those who inflicted #covid panic, anxiety, misery, cruelty, ruination, and pain on the country for two years want #PandemicAmnesty No. HELL NO. Not until the bad actors are held accountable. (from @InTheTankPod). 🔥💣🔥💣🔥💣🔥 https://t.co/rwp6anlKc2",2022-11-07 21:30:38+00:00,"Lake Zurich, IL",4,0,['covid'],jlakely,1594,2701,37221,7524
5616,1589732033458507776,"1) As experts predicted, #COVID hospitalizations are beginning to tick up again in the United States, most likely driven by the more immune-evasive #Omicron subvariants. In this thread, I will delve into the persistent phenomenon of what I will call Collective Pandemic Denial. https://t.co/JY06YdnjFF",2022-11-07 21:30:27+00:00,Canada,41,0,['COVID'],KerrieNation,3838,2697,68686,98613
5617,1589731992874020865,"June 2022
I get a diagnosis of  Post Covid Vaccine Sequelae after the @ASTRAZENECAUK #covid #vaccine 2021
Also #LongCovid for the Covid infection in March 2022 https://t.co/kMIj2WW7bL",2022-11-07 21:30:17+00:00,"Wales, UK",0,0,"['covid', 'vaccine', 'LongCovid']",CraftsByAlison,791,1280,7258,12708
5618,1589731986029281283,"I know I’m “free to wear a mask” if I want to, but clearly it is not enough. When everyone was wearing masks in public paediatric hospitals weren’t over capacity like they are now. 
So it’s going to take a collective effort.   

#Covid19 #CovidIsNotOver #BringBackMasks #Covid",2022-11-07 21:30:15+00:00,,312,0,[],StarseedMike,611,399,18359,17449
5619,1589731976868614144,"February 2022

It had been explained to me that this day I wasn’t the only one that had had symptoms like me after the #covid #vaccines and that most tests were coming back as satisfactory https://t.co/x819U1adyw",2022-11-07 21:30:13+00:00,"Wales, UK",0,0,"['covid', 'vaccines']",CraftsByAlison,791,1280,7258,12708
5620,1589731970233544704,"""Experts fear that schools are not effectively using the government's COVID-19 funding — some $122 billion — before it runs out.""

What do you think?

#covid #funding #schools 

https://t.co/52VJsW6NKR",2022-11-07 21:30:12+00:00,"Maryland, USA",0,1,"['covid', 'funding', 'schools']",SoundLrning,4962,479,1849,3497
5621,1589731964491554816,"#AmazingChina. 
In #Wuhan, #CCPChina, students asked to jump over the locked gate to get in during the #Covid #lockdown. 
What wonderful flexibility! https://t.co/QdLtrXz1x3",2022-11-07 21:30:10+00:00,Northern Mariana Islands,54,0,"['AmazingChina', 'Wuhan', 'CCPChina', 'Covid', 'lockdown']",noxingluo,169,82,12692,29084
5622,1589731959034433536,"#IamNotMisInformation

I had a reaction to the @ASTRAZENECAUK #covid #vaccine March &amp; May ‘21

#vaccineinjuries 

Extracts from MY clinical reports &amp; also email to the @WelshGovernment health minister

I have not posted the healthcare professionals or hospitals names

Oct 2021 https://t.co/7ju6KsA7DG",2022-11-07 21:30:09+00:00,"Wales, UK",2,2,"['IamNotMisInformation', 'covid', 'vaccine', 'vaccineinjuries']",CraftsByAlison,791,1280,7258,12708
5623,1589731954391334912,"The new scenery after the #CCP’s #20thNationalCongress: #XiJinping’s socialist zoo with Chinese characteristics in the new era.
#AmazingChina #CCPChina, #Covid #lockdown https://t.co/CPARDVVItn",2022-11-07 21:30:08+00:00,"New York, USA 美國紐約",53,107,"['CCP', '20thNationalCongress', 'XiJinping', 'AmazingChina', 'CCPChina', 'Covid', 'lockdown']",jenniferzeng97,478,206898,25137,30849
